lon,lat,ts_seconds,concentration,source,license,notes
39.8519,43.8941,101024304,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
37.7458,44.4678,99715162,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
36.6506,44.4604,8211285,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.6011,44.7737,53293400,0.3917,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.4937,45.2262,125643242,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
37.2694,44.7626,151846576,0.5637,synthetic-blacksea-mix,CC0-1.0,Anapa
39.4408,41.3021,83101843,0.1505,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.9427,44.8610,84063332,0.3669,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.5478,43.9422,126048935,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
28.3531,43.7243,19273684,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.7648,44.6295,147918666,0.6208,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
36.9389,45.2795,3533747,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
34.5048,45.1852,75840896,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
38.0444,44.7914,10282027,0.0570,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.9266,44.0815,26381983,0.0411,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7762,40.5047,138728113,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.1367,41.2032,45970926,0.0161,synthetic-blacksea-mix,CC0-1.0,offshore
39.9324,43.5365,156246619,0.1247,synthetic-blacksea-mix,CC0-1.0,Sochi
37.2096,45.0362,12995840,0.3831,synthetic-blacksea-mix,CC0-1.0,Anapa
28.8488,44.0056,70830170,0.1202,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7001,41.0532,96675146,0.1955,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.6287,43.2979,39984553,0.1455,synthetic-blacksea-mix,CC0-1.0,Sochi
37.2782,44.5934,104748209,0.0317,synthetic-blacksea-mix,CC0-1.0,Anapa
37.7482,44.7292,152290306,0.4729,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.4432,44.0366,120544114,0.1334,synthetic-blacksea-mix,CC0-1.0,Constanta
27.6315,42.6092,44750438,0.2389,synthetic-blacksea-mix,CC0-1.0,Burgas
37.3716,44.9121,10435475,0.3339,synthetic-blacksea-mix,CC0-1.0,Anapa
37.5376,45.0361,130331033,0.0470,synthetic-blacksea-mix,CC0-1.0,Anapa
39.9104,40.8969,109908949,0.2266,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.7032,44.1420,118580242,0.0170,synthetic-blacksea-mix,CC0-1.0,offshore
39.2975,43.9683,91318450,0.1109,synthetic-blacksea-mix,CC0-1.0,offshore
37.8895,44.5294,105204234,0.2225,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.8430,43.4530,86752600,0.3536,synthetic-blacksea-mix,CC0-1.0,Sochi
37.7918,44.5812,111430684,0.6363,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
27.2124,42.3291,94326292,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
37.8617,44.5550,121625768,0.1709,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5483,44.8484,109108252,0.2842,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8681,44.3818,12496537,0.1298,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.8810,44.2439,20258623,0.1899,synthetic-blacksea-mix,CC0-1.0,Constanta
39.3753,43.4460,99773134,0.0055,synthetic-blacksea-mix,CC0-1.0,Sochi
37.9966,44.7916,122973293,0.1838,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.4610,43.6519,45865289,0.2663,synthetic-blacksea-mix,CC0-1.0,Sochi
37.4825,44.4865,92335675,0.0876,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7577,41.2570,40044984,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.2806,44.8210,90462907,0.3798,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8552,44.5737,8834536,0.0890,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.2798,41.1594,13861716,0.0857,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.3858,42.3471,149086645,0.2133,synthetic-blacksea-mix,CC0-1.0,Burgas
29.2532,44.1347,112449917,0.0003,synthetic-blacksea-mix,CC0-1.0,offshore
39.7301,41.6406,62358549,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
39.2704,43.6718,153493072,0.1334,synthetic-blacksea-mix,CC0-1.0,Sochi
37.9980,44.7172,36450575,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7951,43.3545,82121625,0.3817,synthetic-blacksea-mix,CC0-1.0,Sochi
40.5159,40.9422,82564703,0.1061,synthetic-blacksea-mix,CC0-1.0,offshore
37.9385,44.6128,110909132,0.3893,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.2360,43.4214,105640960,0.0824,synthetic-blacksea-mix,CC0-1.0,offshore
38.0453,44.3947,98953152,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7054,40.8141,62434071,0.1834,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.3320,44.4767,63553490,0.0890,synthetic-blacksea-mix,CC0-1.0,Constanta
37.1697,44.9171,44730669,0.3980,synthetic-blacksea-mix,CC0-1.0,Anapa
39.6573,43.3853,41258573,0.0305,synthetic-blacksea-mix,CC0-1.0,Sochi
39.7293,43.7689,36392170,0.0172,synthetic-blacksea-mix,CC0-1.0,Sochi
28.9943,44.3784,116439733,0.1521,synthetic-blacksea-mix,CC0-1.0,Constanta
29.1199,44.1468,156135083,0.0421,synthetic-blacksea-mix,CC0-1.0,Constanta
39.3723,40.8148,24890728,0.0747,synthetic-blacksea-mix,CC0-1.0,Trabzon
40.2774,43.4260,5913902,0.0282,synthetic-blacksea-mix,CC0-1.0,offshore
34.3807,43.9935,84563245,0.1243,synthetic-blacksea-mix,CC0-1.0,offshore
38.2376,44.7576,133507027,0.0376,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.4148,44.3008,151330891,0.0836,synthetic-blacksea-mix,CC0-1.0,Constanta
37.9097,44.7736,1487043,0.1594,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
32.9596,44.6635,139872604,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.1096,44.6071,102491895,0.0904,synthetic-blacksea-mix,CC0-1.0,Anapa
39.2578,43.3243,24097910,0.0534,synthetic-blacksea-mix,CC0-1.0,offshore
39.4718,40.6088,122633406,0.1244,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.5231,43.6897,145061109,0.3279,synthetic-blacksea-mix,CC0-1.0,Sochi
28.6686,44.8669,61813122,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.1535,45.1214,116315634,0.2376,synthetic-blacksea-mix,CC0-1.0,Anapa
37.4944,44.5269,70592161,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.9448,40.7386,11043506,0.1613,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.9937,44.3581,90256339,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
39.0770,43.5915,41673370,0.0421,synthetic-blacksea-mix,CC0-1.0,offshore
38.1210,44.6719,89769555,0.1349,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6787,43.7775,148149294,0.4077,synthetic-blacksea-mix,CC0-1.0,Sochi
37.6162,44.5788,33474442,0.0253,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5927,45.2783,130026231,0.0150,synthetic-blacksea-mix,CC0-1.0,Anapa
33.4915,44.0328,59404240,0.0858,synthetic-blacksea-mix,CC0-1.0,offshore
37.9360,44.7157,71724876,0.1095,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6918,41.2757,149207791,0.3038,synthetic-blacksea-mix,CC0-1.0,Trabzon
40.0798,40.9371,78630356,0.1379,synthetic-blacksea-mix,CC0-1.0,Trabzon
32.9978,44.4474,14565979,0.0204,synthetic-blacksea-mix,CC0-1.0,offshore
28.9243,44.3344,30178672,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
39.5000,43.6646,152953136,0.1218,synthetic-blacksea-mix,CC0-1.0,Sochi
28.2384,43.8005,133077952,0.0012,synthetic-blacksea-mix,CC0-1.0,offshore
27.4324,42.6469,34318507,0.0045,synthetic-blacksea-mix,CC0-1.0,Burgas
37.4971,44.8495,113707211,0.5985,synthetic-blacksea-mix,CC0-1.0,Anapa
39.9563,43.5658,13122873,0.2620,synthetic-blacksea-mix,CC0-1.0,Sochi
27.7298,42.7874,38877021,0.0114,synthetic-blacksea-mix,CC0-1.0,Burgas
37.5610,44.9321,141201702,0.2967,synthetic-blacksea-mix,CC0-1.0,Anapa
39.6888,41.1185,115806587,0.5256,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.3017,44.7475,5225073,0.1072,synthetic-blacksea-mix,CC0-1.0,Anapa
27.2320,42.5907,37926840,0.0955,synthetic-blacksea-mix,CC0-1.0,Burgas
28.7749,43.8074,5417990,0.0553,synthetic-blacksea-mix,CC0-1.0,Constanta
37.4020,45.1396,87602851,0.2236,synthetic-blacksea-mix,CC0-1.0,Anapa
37.5647,44.7004,54289740,0.4238,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.1003,44.5423,52107790,0.1967,synthetic-blacksea-mix,CC0-1.0,Anapa
40.3840,41.0657,3897796,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
28.1747,43.9394,99210753,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.6960,44.7586,137874815,0.0939,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.6612,44.3751,103618733,0.1075,synthetic-blacksea-mix,CC0-1.0,Constanta
37.8036,44.7420,5710110,0.0368,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6591,40.9020,157176002,0.2324,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.6050,44.0279,5676592,0.0890,synthetic-blacksea-mix,CC0-1.0,Constanta
28.8037,44.1168,14043110,0.5336,synthetic-blacksea-mix,CC0-1.0,Constanta
39.4096,43.5767,104983427,0.1046,synthetic-blacksea-mix,CC0-1.0,Sochi
28.9696,44.2161,49231295,0.2475,synthetic-blacksea-mix,CC0-1.0,Constanta
28.5402,43.7047,153512893,0.0809,synthetic-blacksea-mix,CC0-1.0,Constanta
37.1193,44.8079,155643014,0.1142,synthetic-blacksea-mix,CC0-1.0,Anapa
37.1221,44.6783,137585323,0.1535,synthetic-blacksea-mix,CC0-1.0,Anapa
37.7113,44.8875,110131143,0.2561,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5952,44.6084,99566183,0.0171,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
40.1226,40.9924,80624019,0.0877,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.7646,43.7400,152869915,0.2167,synthetic-blacksea-mix,CC0-1.0,Sochi
29.1986,44.4672,70706942,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
38.0884,44.9171,24116572,0.1372,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
27.5824,42.4235,113427835,0.3536,synthetic-blacksea-mix,CC0-1.0,Burgas
39.9435,41.0539,33813026,0.1065,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.5524,42.1798,32481139,0.0450,synthetic-blacksea-mix,CC0-1.0,Burgas
39.6077,41.3021,140740646,0.0778,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.8230,44.9808,75762144,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3383,44.7149,112772743,0.0133,synthetic-blacksea-mix,CC0-1.0,Anapa
34.8535,44.5748,127958886,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
39.9884,41.0983,50147728,0.2425,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.8059,42.7676,90369142,0.0099,synthetic-blacksea-mix,CC0-1.0,Burgas
37.6279,44.7406,88536366,0.3714,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.7455,44.5000,111415377,0.3520,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7057,41.2307,9574880,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.6778,45.0123,26798888,0.1203,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.2537,44.9922,80288928,0.7088,synthetic-blacksea-mix,CC0-1.0,Anapa
40.2144,43.6047,89559327,0.1195,synthetic-blacksea-mix,CC0-1.0,Sochi
28.5999,44.1324,23134637,0.3968,synthetic-blacksea-mix,CC0-1.0,Constanta
37.1572,45.2389,84704215,0.2759,synthetic-blacksea-mix,CC0-1.0,Anapa
28.7058,44.5394,45240024,0.1146,synthetic-blacksea-mix,CC0-1.0,Constanta
37.1207,44.7702,137702620,0.2618,synthetic-blacksea-mix,CC0-1.0,Anapa
39.7105,43.3255,60922267,0.1814,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5912,43.5008,51335983,0.4492,synthetic-blacksea-mix,CC0-1.0,Sochi
39.4953,43.5241,58037944,0.2014,synthetic-blacksea-mix,CC0-1.0,Sochi
37.6511,44.8975,121860926,0.3158,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7701,43.6218,57659358,0.4286,synthetic-blacksea-mix,CC0-1.0,Sochi
27.5821,42.3915,37514799,0.0615,synthetic-blacksea-mix,CC0-1.0,Burgas
27.6194,42.8623,92027421,0.0494,synthetic-blacksea-mix,CC0-1.0,Burgas
27.8294,44.1390,61549182,0.0334,synthetic-blacksea-mix,CC0-1.0,offshore
40.0159,40.5814,40426802,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
28.6552,43.6972,136972302,0.0642,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7006,40.9449,53824139,0.6885,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.6274,44.1797,11351569,0.4315,synthetic-blacksea-mix,CC0-1.0,Constanta
28.3121,42.7055,943161,0.1251,synthetic-blacksea-mix,CC0-1.0,offshore
39.6283,43.8528,124103345,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
36.8428,44.9200,45571262,0.2007,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8099,44.8165,127939050,0.0255,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.3188,43.9756,119953486,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
29.1696,44.0300,23240211,0.0915,synthetic-blacksea-mix,CC0-1.0,offshore
39.5302,43.4959,76247490,0.3545,synthetic-blacksea-mix,CC0-1.0,Sochi
34.5930,44.1244,60727065,0.0043,synthetic-blacksea-mix,CC0-1.0,offshore
37.4374,45.0310,52092379,0.4262,synthetic-blacksea-mix,CC0-1.0,Anapa
27.5406,42.4521,105761079,0.3664,synthetic-blacksea-mix,CC0-1.0,Burgas
39.8085,44.1286,121667001,0.0634,synthetic-blacksea-mix,CC0-1.0,offshore
39.7159,40.9332,13878791,0.2315,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.9754,45.0537,109205955,0.0764,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5562,44.6870,97536644,0.0624,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.8314,41.1178,99458011,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.9139,44.3906,22412060,0.1928,synthetic-blacksea-mix,CC0-1.0,Constanta
40.0878,40.6891,94364903,0.0657,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.1371,44.4452,84109548,0.0153,synthetic-blacksea-mix,CC0-1.0,Anapa
39.7116,41.2367,146521042,0.2401,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.6529,43.3512,57978008,0.3288,synthetic-blacksea-mix,CC0-1.0,Sochi
37.2614,44.4979,10936334,0.0906,synthetic-blacksea-mix,CC0-1.0,Anapa
37.5733,44.7458,122112162,0.2133,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7105,40.5483,137049954,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.8432,44.5614,39398144,0.1704,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
36.7654,44.7801,92304417,0.0893,synthetic-blacksea-mix,CC0-1.0,offshore
34.5654,44.9593,124414100,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
28.8134,43.4732,46850666,0.0908,synthetic-blacksea-mix,CC0-1.0,offshore
37.7601,44.5859,110980825,0.6465,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
38.0560,44.9217,135864808,0.0694,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3383,45.3815,13654438,0.1459,synthetic-blacksea-mix,CC0-1.0,Anapa
27.8934,43.1538,76012125,0.0441,synthetic-blacksea-mix,CC0-1.0,offshore
39.7358,41.3245,136132396,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.4118,43.6428,5256074,0.0788,synthetic-blacksea-mix,CC0-1.0,Sochi
37.7306,44.8731,152016226,0.4380,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.9854,44.6236,93031652,0.0001,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.8867,43.3002,97669998,0.0016,synthetic-blacksea-mix,CC0-1.0,Sochi
40.3429,43.5045,92519965,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
38.0007,44.7465,2644139,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
29.1864,44.1278,11835020,0.1882,synthetic-blacksea-mix,CC0-1.0,offshore
28.7534,44.1405,68789758,0.1215,synthetic-blacksea-mix,CC0-1.0,Constanta
37.3837,44.4947,104628310,0.0001,synthetic-blacksea-mix,CC0-1.0,Anapa
36.9636,45.2186,115462944,0.1754,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8213,45.1833,150853509,0.0961,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
38.0354,44.8074,6498835,0.0895,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.6692,44.7578,29731860,0.1270,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.2492,44.3025,14775363,0.1179,synthetic-blacksea-mix,CC0-1.0,Constanta
37.2804,45.0408,128837220,0.0323,synthetic-blacksea-mix,CC0-1.0,Anapa
37.6132,44.8669,110300507,0.2782,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.8107,44.7940,139494506,0.5060,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5369,44.9424,56825346,0.4244,synthetic-blacksea-mix,CC0-1.0,Anapa
37.9954,44.8222,21099074,0.3381,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
38.3663,44.5920,15516476,0.0225,synthetic-blacksea-mix,CC0-1.0,offshore
38.4017,44.6680,20084987,0.0535,synthetic-blacksea-mix,CC0-1.0,offshore
38.0864,44.7853,139209405,0.1409,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3620,44.7433,97961322,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
38.9410,40.9473,5134125,0.0577,synthetic-blacksea-mix,CC0-1.0,offshore
37.6185,44.8703,115321405,0.4994,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.2696,45.1805,123255113,0.0248,synthetic-blacksea-mix,CC0-1.0,Anapa
29.1357,43.5676,37925149,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
39.8207,41.0499,114277398,0.5170,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.6707,44.5785,153567355,0.1824,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.7717,44.8489,76477965,0.4925,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
40.0661,43.5688,124334328,0.0010,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5372,40.7562,91627817,0.1025,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.7181,44.5631,130676496,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
38.0452,44.7598,32960769,0.0251,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3282,44.7981,44440670,0.4403,synthetic-blacksea-mix,CC0-1.0,Anapa
39.4177,40.4542,51003977,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.6911,44.8589,39302824,0.0532,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5590,44.6347,157104588,0.0420,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
27.2428,42.3797,112709248,0.2503,synthetic-blacksea-mix,CC0-1.0,Burgas
37.0043,44.6054,148558698,0.1796,synthetic-blacksea-mix,CC0-1.0,Anapa
27.4824,42.5540,139878277,0.5049,synthetic-blacksea-mix,CC0-1.0,Burgas
27.1537,42.3030,78820110,0.1365,synthetic-blacksea-mix,CC0-1.0,Burgas
37.5258,44.7789,74613146,0.2510,synthetic-blacksea-mix,CC0-1.0,Anapa
37.5402,44.6940,38143939,0.0012,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.2145,43.2602,89626827,0.0808,synthetic-blacksea-mix,CC0-1.0,offshore
27.7035,42.1692,39700930,0.0634,synthetic-blacksea-mix,CC0-1.0,Burgas
39.4749,43.6539,31014200,0.1262,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5971,40.7479,26909932,0.1547,synthetic-blacksea-mix,CC0-1.0,Trabzon
40.1202,40.7389,132731037,0.0408,synthetic-blacksea-mix,CC0-1.0,Trabzon
38.9404,41.1105,150940786,0.0010,synthetic-blacksea-mix,CC0-1.0,offshore
37.3926,44.8281,148414253,0.7706,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8959,44.6992,81148616,0.0829,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7900,40.9976,155952037,0.3243,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.3676,44.7597,7329151,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
27.8154,43.0995,114296469,0.0458,synthetic-blacksea-mix,CC0-1.0,offshore
39.4365,41.2995,89578678,0.1725,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.7232,44.7320,110234433,0.7385,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7359,40.3088,99992273,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
27.4012,42.6517,24488677,0.1803,synthetic-blacksea-mix,CC0-1.0,Burgas
28.5420,44.2296,99319799,0.0600,synthetic-blacksea-mix,CC0-1.0,Constanta
39.3673,40.7894,85726895,0.1600,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.3284,44.9043,35746139,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
40.0629,40.7985,14035010,0.0397,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.7743,44.8682,17807034,0.1305,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.7164,44.7382,50535623,0.7494,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.2394,44.0341,79271942,0.1357,synthetic-blacksea-mix,CC0-1.0,Constanta
28.3462,44.1380,12053760,0.2701,synthetic-blacksea-mix,CC0-1.0,Constanta
39.9003,43.2199,20966457,0.1812,synthetic-blacksea-mix,CC0-1.0,Sochi
29.2741,44.3692,30409090,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
27.6532,42.7081,26871863,0.1248,synthetic-blacksea-mix,CC0-1.0,Burgas
27.0904,42.9730,129370320,0.0143,synthetic-blacksea-mix,CC0-1.0,offshore
39.0732,40.8853,42357151,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
38.0313,44.6731,53514666,0.2976,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
33.3671,45.0422,52010000,0.0769,synthetic-blacksea-mix,CC0-1.0,offshore
29.0013,43.7461,90681910,0.0133,synthetic-blacksea-mix,CC0-1.0,offshore
39.5106,43.5243,119799594,0.3301,synthetic-blacksea-mix,CC0-1.0,Sochi
40.0309,43.5296,135402811,0.0388,synthetic-blacksea-mix,CC0-1.0,Sochi
27.3933,42.7226,57519768,0.0278,synthetic-blacksea-mix,CC0-1.0,Burgas
27.8356,42.4413,126488427,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
39.9800,43.7802,104395257,0.0278,synthetic-blacksea-mix,CC0-1.0,Sochi
39.3810,40.9281,144429555,0.1452,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.1391,42.6415,103291100,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
40.0193,43.8561,128158888,0.0219,synthetic-blacksea-mix,CC0-1.0,Sochi
39.9034,41.4258,8623605,0.0065,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.2911,41.0810,133016870,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.5189,44.9813,96209294,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
37.6875,44.7999,74145500,0.3576,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.5468,43.3714,149064026,0.3289,synthetic-blacksea-mix,CC0-1.0,Sochi
37.2017,45.1057,81386277,0.3693,synthetic-blacksea-mix,CC0-1.0,Anapa
37.9532,44.8117,18225971,0.3976,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.1299,44.6381,99683730,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
28.7479,44.3169,146645849,0.2607,synthetic-blacksea-mix,CC0-1.0,Constanta
28.6938,44.0970,4972474,0.0800,synthetic-blacksea-mix,CC0-1.0,Constanta
37.3969,44.9342,108200395,0.5673,synthetic-blacksea-mix,CC0-1.0,Anapa
38.0228,44.6535,51600193,0.4495,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
27.8078,42.3463,4178527,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
27.7435,42.3904,38232405,0.1202,synthetic-blacksea-mix,CC0-1.0,Burgas
38.1512,44.4868,45357640,0.0671,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.8858,44.5366,67781647,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
37.3490,44.9415,130094329,0.0682,synthetic-blacksea-mix,CC0-1.0,Anapa
36.8295,44.9888,123167659,0.1013,synthetic-blacksea-mix,CC0-1.0,offshore
40.2340,43.6783,148692727,0.1443,synthetic-blacksea-mix,CC0-1.0,offshore
39.4714,41.0969,120643360,0.2481,synthetic-blacksea-mix,CC0-1.0,Trabzon
40.3545,40.7384,69040805,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.7575,44.6496,112995076,0.7120,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.4010,40.8619,76684627,0.1154,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.4157,43.6175,5049257,0.0445,synthetic-blacksea-mix,CC0-1.0,Sochi
39.7554,43.3545,97885615,0.0319,synthetic-blacksea-mix,CC0-1.0,Sochi
39.7551,43.6151,60128327,0.2017,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5061,43.5629,141483044,0.2891,synthetic-blacksea-mix,CC0-1.0,Sochi
37.9190,44.8150,43633401,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
38.0873,44.5996,104008589,0.0308,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.8656,44.8698,125320073,0.1510,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.9726,44.2847,42493025,0.0423,synthetic-blacksea-mix,CC0-1.0,Constanta
37.6100,44.4479,58065029,0.1923,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.8957,43.8808,135544011,0.1140,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5101,43.4447,131675238,0.0275,synthetic-blacksea-mix,CC0-1.0,Sochi
37.3808,44.8646,53021521,0.1194,synthetic-blacksea-mix,CC0-1.0,Anapa
39.4946,43.6959,8295327,0.0045,synthetic-blacksea-mix,CC0-1.0,Sochi
